time,C5H8,CO,NH3,NO,NO2,N_10,N_100,N_All,O3,P,SUMNC2,T,altitude,latitude,longitude,N_Nuc,glm_SUMNC2,glm_NH3,glm_N_Cor,glm_Altitude_AGL,glm_N_Acu,glm_O3,glm_N_Ait_In,glm_NO,glm_N_Ait,glm_N_Nuc,glm_CO,glm_C5H8,glm_N_All,glm_P,glm_D_Ait_In,glm_T,glm_D_Nuc,glm_N_100,glm_D_Acu,glm_D_Ait,glm_D_Cor,glm_N_10,model_SUMNC2,model_NH3,model_N_Cor,model_Altitude_AGL,model_N_Acu,model_O3,model_N_Ait_In,model_NO,model_N_Ait,model_N_Nuc,model_CO,model_C5H8,model_N_All,model_P,model_D_Ait_In,model_T,model_D_Nuc,model_N_100,model_D_Acu,model_D_Ait,model_D_Cor,model_N_10
2014-08-06 13:54:00,,,,225.74499999999998,492.7272222222222,-9999.0,-9999.0,-9999.0,50.72397872340426,82141.37950819674,0.0021956596248625957,295.74142049180335,1825.3524590163934,39.92405675491802,-105.13364898114753,0.0,0.007304920653251063,2.652913123348216,0.10459211437350639,14.388265383731724,72.43458039358406,16.109687942914107,69.67026366210119,7219.160276632295,1497.6000788557171,0.051948431776824636,167.71266224514807,1129.791416732458,1639.8614634575524,75936.75,7.298021501601306e-08,286.6862572387733,9.302010494283366e-09,660.5325821694528,2.2819153427542077e-07,8.709637601087123e-08,6.946131490192013e-07,1639.8322687655836,0.0027044826203946014,0.18993635491141544,0.05516505368563557,266.5451971997654,100.8525461888246,43.3260065592383,193.57968519044715,347.37566624530484,649.3674188019418,12.39551812408706,80.63530766232283,1.617918002544995,956.2503333589862,81717.875,6.416049686133872e-08,293.22682508581,9.303485664396676e-09,289.62012550633443,1.8160472786458633e-07,7.373063212664256e-08,7.709032247961121e-07,949.2858006849511
2014-08-06 13:57:00,0.08779487179487186,,2.2497435897435896,408.1006222222223,1218.2363333333335,-2769.111944444445,-9999.0,-2703.5311111111105,51.14786111111111,81313.96611111109,0.0023255246451103135,294.55708111111085,1916.0611111111111,40.05576803333334,-105.20040715444449,65.58083333333434,0.003289089912033956,1.7504451336401134,0.09719248287099608,14.872322926209769,129.506197148926,18.110559252855424,0.0,3311.822757171641,713.5491932341837,0.015329289792771308,131.71500723482933,1064.8945061791087,843.1679121557736,77807.5,8.02807612824342e-08,287.75422811754174,9.229375207589232e-09,325.89332326269977,1.79887857850186e-07,7.77571502521717e-08,6.80670567553972e-07,843.1591952017811,0.0028485791148354744,0.09375057598103897,0.05521151566791348,387.1942684788443,97.36128672756271,48.864279484212986,82.6798297126133,123.79603582288753,724.1020066793876,12.889153045502889,73.49416490243921,0.5261663088032653,917.0874876807343,80584.125,6.424842960195061e-08,292.99981459771885,9.645946811896495e-09,275.85218174877184,1.8186563634114689e-07,7.209783514652724e-08,7.621118768235475e-07,910.2436097219406
2014-08-06 14:00:00,0.10083888888888885,,3.3559166666666638,111.68703333333342,411.77022222222183,923.7534444444437,-9999.0,1033.1288333333334,50.683033333333356,80831.31777777777,0.002281800792150456,294.0786577777778,1966.5222222222221,40.23417093499997,-105.21785248277784,109.37538888888969,0.003289089912033956,1.7504451336401134,0.09719248287099608,14.872322926209769,129.506197148926,18.110559252855424,0.0,3311.822757171641,713.5491932341837,0.015329289792771308,131.71500723482933,1064.8945061791087,843.1679121557736,77807.5,8.02807612824342e-08,287.75422811754174,9.229375207589232e-09,325.89332326269977,1.79887857850186e-07,7.77571502521717e-08,6.80670567553972e-07,843.1591952017811,0.0028485791148354744,0.09375057598103897,0.05521151566791348,387.1942684788443,97.36128672756271,48.864279484212986,82.6798297126133,123.79603582288753,724.1020066793876,12.889153045502889,73.49416490243921,0.5261663088032653,917.0874876807343,80584.125,6.424842960195061e-08,292.99981459771885,9.645946811896495e-09,275.85218174877184,1.8186563634114689e-07,7.209783514652724e-08,7.621118768235475e-07,910.2436097219406
2014-08-06 14:03:00,0.10129999999999993,,1.419338888888889,114.03398888888881,447.8199999999999,1025.3235000000002,-9999.0,1102.630722222222,49.29575555555556,80654.92611111108,0.0021705553572879425,293.286553333333,1987.9,40.419861115555555,-105.17675658333333,77.30722222222175,0.003289089912033956,1.7504451336401134,0.09719248287099608,14.872322926209769,129.506197148926,18.110559252855424,0.0,3311.822757171641,713.5491932341837,0.015329289792771308,131.71500723482933,1064.8945061791087,843.1679121557736,77807.5,8.02807612824342e-08,287.75422811754174,9.229375207589232e-09,325.89332326269977,1.79887857850186e-07,7.77571502521717e-08,6.80670567553972e-07,843.1591952017811,0.0029066030728905866,0.07707140782415427,0.055390732424512076,455.84497392061274,95.60287903037009,50.48040304966534,59.09405961546374,58.74313715108488,752.6294685523793,12.553866270890058,71.33500624880918,0.013903950511381283,919.9356642015279,79945.0,6.398420767454853e-08,292.56901850854007,9.62477033862738e-09,273.6178978431891,1.8256838592287704e-07,7.159734883617239e-08,7.587324605348096e-07,913.2461569094236
2014-08-06 14:06:00,0.05817222222222222,81.7972340425532,2.174005555555555,98.81058888888893,622.8432222222225,1481.0746111111112,-9999.0,1560.1172222222228,46.09727777777777,82654.99222222225,0.005056454952795357,293.3822822222219,1770.7444444444445,40.58652074888888,-105.13074196277783,79.04261111111168,0.003289089912033956,1.7504451336401134,0.09719248287099608,14.872322926209769,129.506197148926,18.110559252855424,0.0,3311.822757171641,713.5491932341837,0.015329289792771308,131.71500723482933,1064.8945061791087,843.1679121557736,77807.5,8.02807612824342e-08,287.75422811754174,9.229375207589232e-09,325.89332326269977,1.79887857850186e-07,7.77571502521717e-08,6.80670567553972e-07,843.1591952017811,0.0026954323981692365,0.19267311764946046,0.055102534759133674,214.51637086913598,103.5510946825779,41.42444735297745,228.8835106289148,427.2621457550181,638.2228041742183,12.12555408444815,82.40017100828238,1.6336430940686533,982.8380661049183,82211.5,6.380194783502946e-08,293.1404095530701,9.181341035458636e-09,296.65088621845877,1.806235419814446e-07,7.412642130120105e-08,7.732075852308633e-07,975.8893359019282
2014-08-06 14:09:00,0.021888888888888913,86.56955555555552,1.8783222222222227,27.65678333333335,231.00516666666678,733.0480000000005,-9999.0,742.5887777777775,56.456138888888844,76156.86722222224,0.002348225915876294,290.6158733333332,2482.7,40.58787583166669,-105.10390726888895,9.540777777777066,0.003289089912033956,1.7504451336401134,0.09719248287099608,14.872322926209769,129.506197148926,18.110559252855424,0.0,3311.822757171641,713.5491932341837,0.015329289792771308,131.71500723482933,1064.8945061791087,843.1679121557736,77807.5,8.02807612824342e-08,287.75422811754174,9.229375207589232e-09,325.89332326269977,1.79887857850186e-07,7.77571502521717e-08,6.80670567553972e-07,843.1591952017811,0.002891954141693558,0.11372999792094246,0.07186862117122195,883.101879735922,98.82316616941948,53.43349382026436,15.475887125733855,16.156957345817872,656.1196423976639,106.33452558937466,69.92134373491785,50.658575807100306,876.825089903363,76069.125,6.64783079426009e-08,290.99081166579987,8.553485523269208e-09,271.8295145558095,2.033947015905869e-07,7.511278071418774e-08,7.50351593752641e-07,809.6306622883126
2014-08-06 14:12:00,0.005488888888888886,91.64311111111112,0.3751333333333333,19.77015777777778,136.18386111111113,619.3050555555554,-9999.0,613.0109444444446,58.40405000000003,68143.91444444444,0.0013783672342660047,282.74428794444435,3416.2277777777776,40.58473913611112,-105.11059176388889,-6.294111111110851,0.003418250170912535,0.06370191923225364,0.12995423798489597,978.7601286319085,126.14881079473281,52.506855476412134,9.64617035204709,31.951514175905913,600.9658304770769,23.326038242475754,71.26086908342663,5.1662475377496095,760.2168041043175,69436.5,6.526346809828802e-08,284.07290306893225,9.240491788964898e-09,327.2826885146135,2.3358103445217768e-07,8.2451355465018e-08,7.221925289604547e-07,746.9763259554122,0.0031790023835356436,0.1332929850457027,0.1098433322862856,1863.7620662371053,103.4484013788904,53.36006942114658,11.831764169408595,17.088065681679435,627.8670940526782,28.474022982911094,70.74698413605748,26.694509424465267,771.7311259161746,67721.5,6.860458772037035e-08,282.72291152977726,8.835661800097945e-09,295.7867160879558,2.3133209092198052e-07,7.925387848046938e-08,7.286912454869823e-07,754.4974439307556
2014-08-06 14:15:00,0.008588888888888887,91.93272222222222,0.43726666666666664,17.147742777777776,82.94622777777778,531.1214444444443,-9999.0,458.36438888888887,59.79633333333332,60794.878333333334,0.0014081786854061795,275.19706271194445,4347.572222222222,40.59091707944446,-105.11503474333323,-72.75705555555538,0.003378748080971261,0.09573384472209198,0.13580480775061593,1826.0731520674892,157.23386916128965,53.972792008894764,10.966707927685803,26.185887203903217,538.4333836967174,14.85772199249517,74.23586649503824,1.314182518469698,721.6274875859386,62635.375,7.252648088434703e-08,275.7253281146354,9.144074285240841e-09,334.3452554514063,2.355776715480219e-07,8.187485366449461e-08,7.228892656332147e-07,713.0619773141084,0.0029203117673041188,0.06869688661709099,0.1031625332258544,2847.4375420061974,74.8487688519232,55.76425596949207,5.6472015296688305,11.357968211415423,711.6250605972963,75.00630869530292,68.61481461630129,21.96762348129608,867.2305022074171,60060.25,7.435150815828661e-08,274.6017178317922,8.541769189779691e-09,247.38210268731777,2.371985854378362e-07,7.244748314207158e-08,6.626743374963694e-07,819.7493331514546
2014-08-06 14:18:00,-0.002288888888888891,84.57738888888888,0.1697055555555554,21.676356111111108,58.711938888888895,427.9756666666668,-9999.0,347.86650000000003,62.84707777777777,54080.972777777795,0.0010852445844738913,268.19772833333315,5275.5888888888885,40.59368159166667,-105.10363044833335,-80.1091666666668,0.0029453906473926508,0.011576897798136702,0.11332305659113698,2956.463032907176,92.35005852626976,58.954704041893365,4.725780990920997,13.861865530497386,702.5707948473911,66.90991297141849,69.72894882071913,0.5572431352668352,866.6698703925915,54346.75,8.175114518109405e-08,267.29582899561854,9.353607916917152e-09,252.03997538369285,2.394787073948667e-07,7.086236396529803e-08,6.23262693031345e-07,829.3817591977725,0.0026380442620414406,0.04451101624555951,0.07750817756813004,3626.091275955571,51.298653271368664,56.463493991841005,4.367238366019645,13.358162673921973,729.303194420359,121.39247953419176,68.16440241362385,46.49820016718074,906.4390737695073,54467.875,7.518296790701668e-08,267.4657705757875,8.725240664766886e-09,209.09665601376403,2.391521447949436e-07,6.954581483849675e-08,6.470909632788148e-07,831.7045837701245
2014-08-06 14:21:00,0.013138888888888851,79.55577777777782,-0.8794833333333341,20.49834444444447,56.5657888888889,507.0543333333322,-9999.0,465.0053333333328,64.48174444444473,52183.977777777785,0.00045531337293410856,267.04471816666694,5551.988888888889,40.493741523888886,-105.02753109611112,-42.04899999999935,0.002756257541672267,0.008028859758427369,0.10785457330535765,3218.253396030759,72.6791844772735,60.02728493734192,3.6151550639974235,13.957895894082696,747.4586629782544,123.22365905573596,68.07549922034606,0.2965276315933597,947.0845161485668,52557.25,7.838989661898757e-08,265.89730323445855,9.278840237835021e-09,221.39722129287682,2.3998032386732533e-07,6.771333649196822e-08,5.837449312254209e-07,877.5725227774435,0.0023820660380541423,0.011108643515283944,0.06113737624867562,4053.381904397307,31.4984241047195,59.67857310812914,3.577361481342436,20.54721616160034,782.1285544220344,615.9408225040399,66.49781521455105,36.33282175223025,1433.2062998883853,51567.625,7.66220860282537e-08,264.3547473661975,8.373914207656996e-09,169.76127469688342,2.414986956693178e-07,6.501157397488706e-08,5.991141604720507e-07,1033.4465233194937
